キャンセルしたかっちゃけど,その他
キャンセルしたかとけど,その他
キャンセルしたいのんだども,その他
宿泊の取り消しはできますか,その他
行けなくなりました,その他
キャンセルでお願いします,その他
宿泊をキャンセルでお願いします,その他
部屋ん取り消しはできると,その他
行けんくなった,その他
取り消しはできっけ,その他
行けんくなった,その他
宿泊を消してほしい,その他
予約を消したい,その他
都合が悪くなった,その他
宿泊ば消してほしか,その他
予約ば消したか,その他
都合が悪うなった,その他
予約を消してほしおす,その他
都合が悪なった,その他
宿泊を無くしてほしい,その他
キャンセルできますか,その他
予約ば無うしてほしか,その他
キャンセルできっけ,その他
急ですいません、部屋をキャンセルしてほしいんですが,その他
11日にとってた部屋なんですけど解約したいです,その他
急に申し訳ないのですが、宿泊をキャンセルしたいです,その他
急に予定が入り、行けなくなりました,その他
体調が優れないので今日の宿泊は行けません,その他
やっぱり、部屋の予約は無かったことにしてくれ,その他
4日に宿泊予定だったが取りやめて欲しい,その他
用事が出来たため今日の宿泊はキャンセルで,その他
もっといいホテルを見つけてしまったから、こっちはキャンセルでよろ,その他
宿泊するつもりだったが行けそうにないため、部屋の予約は取り消しといてくれ,その他
予定が頓挫してしまって、せっかく部屋を取ってもらってたが、無しにしてくれ,その他
別のホテルの方が良さそうだったから、こっちの部屋は解約しといてくれ,その他
知り合いからこのホテルの悪評を聞いてしまって、この部屋で泊まりたくない,その他
前日にキャンセルは出来るか聞きたい,その他
いつまでならキャンセル料は発生しない？,その他
電話で予約の取り消しをお願いしたのだが反映されてないぞ,その他
佐藤で予約している者だが、部屋をキャンセルして欲しい,その他
台風で行けなくなってしまった。この場合でもキャンセル料ってかかる？,その他
下見したらひどいホテルだった。部屋を解約しといてくれ,その他
思いの外天候が悪い。別のところで泊まるから予約は消してくれ,その他
今日は絶好のテスト日よりだ,その他
うんこは食べ物では無い,その他
誰かのパンツが道ばたに落ちていたが、かろうじて拾わなかった,その他
一日三食、睡眠、運動が健康の秘訣であるのだよ、ワトソン君,その他
友情は金で買えないが、友人は金で売ることが出来る,その他
